ID,Text,Target_1
5231,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,ham
5232,YOU ARE CHOSEN TO RECEIVE A ��350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,spam
5233,Hey what how about your project. Started aha da.,ham
5234,Ok cool. See ya then.,ham
5235,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,ham
5236,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham
5237,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,spam
5238,Yeah I can still give you a ride,ham
5239,"Jay wants to work out first, how's 4 sound?",ham
5240,"Gud gud..k, chikku tke care.. sleep well gud nyt",ham
5241,Its a part of checking IQ,ham
5242,Hmm thinking lor...,ham
5243,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,ham
5244,thanks for the temales it was wonderful. Thank. Have a great week.,ham
5245,Thank you princess! I want to see your nice juicy booty...,ham
5246,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,ham
5247,Gud ni8 dear..slp well..take care..swt dreams..Muah..,ham
5248,U come n search tat vid..not finishd..,ham
5249,"K I'm leaving soon, be there a little after 9",ham
5250,Urgent! Please call 09061213237 from a landline. ��5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,spam
5251,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",ham
5252,You do your studies alone without anyones help. If you cant no need to study.,ham
5253,Please tell me not all of my car keys are in your purse,ham
5254,I didnt get anything da,ham
5255,Ok... Sweet dreams...,ham
5256,Well she's in for a big surprise!,ham
5257,"As usual..iam fine, happy &amp; doing well..:)",ham
5258,1 in cbe. 2 in chennai.,ham
5259,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,ham
5260,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,ham
5261,I absolutely LOVE South Park! I only recently started watching the office.,ham
5262,Did you see that film:),ham
5263,Pls speak with me. I wont ask anything other then you friendship.,ham
5264,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",ham
5265,Gud ni8.swt drms.take care,ham
5266,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,ham
5267,Anything lar then �_ not going home 4 dinner?,ham
5268,\ER,ham
5269,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",spam
5270,Did u fix the teeth?if not do it asap.ok take care.,ham
5271,So u wan 2 come for our dinner tonight a not?,ham
5272,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",ham
5273,Its too late:)but its k.wish you the same.,ham
5274,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",ham
5275,Oh yeah clearly it's my fault,ham
5276,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,ham
5277,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",ham
5278,URGENT! Your Mobile number has been awarded with a ��2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,spam
5279,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",ham
5280,"Vikky, come around  &lt;TIME&gt; ..",ham
5281,"And how you will do that, princess? :)",ham
5282,I have gone into get info bt dont know what to do,ham
5283,"Yeah, probably here for a while",ham
5284,Sent me ur email id soon,ham
5285,"URGENT! You have won a 1 week FREE membership in our ��100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",spam
5286,I'm still pretty weak today .. Bad day ?,ham
5287,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,ham
5288,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),ham
5289,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,ham
5290,Dear where you. Call me,ham
5291,Xy trying smth now. U eat already? We havent...,ham
5292,Urgent! Please call 09061213237 from landline. ��5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,spam
5293,I donno its in your genes or something,ham
5294,XMAS iscoming & ur awarded either ��500 CD gift vouchers & free entry 2 r ��100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,spam
5295,Alex says he's not ok with you not being ok with it,ham
5296,Are u coming to the funeral home,ham
5297,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,ham
5298,I.ll hand her my phone to chat wit u,ham
5299,Well good morning mr . Hows london treatin' ya treacle?,ham
5300,I can't make it tonight,ham
5301,At WHAT TIME should i come tomorrow,ham
5302,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,ham
5303,"I can. But it will tell quite long, cos i haven't finish my film yet...",ham
5304,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,ham
5305,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",ham
5306,Ill be at yours in about 3 mins but look out for me,ham
5307,What you did in  leave.,ham
5308,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,ham
5309,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",ham
5310,"yeah, that's what I was thinking",ham
5311,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,ham
5312,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,ham
5313,My sister going to earn more than me da.,ham
5314,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX ��1.50,spam
5315,Hahaha..use your brain dear,ham
5316,Jus finish watching tv... U?,ham
5317,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",ham
5318,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",ham
5319,Kothi print out marandratha.,ham
5320,But we havent got da topic yet rite?,ham
5321,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,ham
5322,"Thanks, I'll keep that in mind",ham
5323,Aah bless! How's your arm?,ham
5324,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",ham
5325,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",ham
5326,What makes you most happy?,ham
5327,Wishing you a wonderful week.,ham
5328,Sweet heart how are you?,ham
5329,"Sir, waiting for your letter.",ham
5330,Dude im no longer a pisces. Im an aquarius now.,ham
5331,X course it 2yrs. Just so her messages on messenger lik you r sending me,ham
5332,I think steyn surely get one wicket:),ham
5333,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",ham
5334,"Garbage bags, eggs, jam, bread, hannaford wheat chex",ham
5335,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,ham
5336,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,ham
5337,My birthday is on feb  &lt;#&gt;  da. .,ham
5338,So when do you wanna gym?,ham
5339,You'd like that wouldn't you? Jerk!,ham
5340,Are u awake? Is there snow there?,ham
5341,And of course you should make a stink!,ham
5342,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",spam
5343,No go. No openings for that room 'til after thanksgiving without an upcharge.,ham
5344,When you guys planning on coming over?,ham
5345,Wat �_ doing now?,ham
5346,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham
5347,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,ham
5348,Do I? I thought I put it back in the box,ham
5349,I'm home...,ham
5350,No one interested. May be some business plan.,ham
5351,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,ham
5352,Good morning princess! Have a great day!,ham
5353,Guai... �� shd haf seen him when he's naughty... �� so free today? Can go jogging...,ham
5354,Aiyo cos i sms �_ then �_ neva reply so i wait 4 �_ to reply lar. I tot �_ havent finish ur lab wat.,ham
5355,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",ham
5356,Tell me something. Thats okay.,ham
5357,Ok,ham
5358,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,ham
5359,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,ham
5360,"Hey, iouri gave me your number, I'm wylie, ryan's friend",ham
5361,Yep get with the program. You're slacking.,ham
5362,I'm in inside office..still filling forms.don know when they leave me.,ham
5363,"I think your mentor is , but not 100 percent sure.",ham
5364,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),spam
5365,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,spam
5366,A ��400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a ��400 reward. Just call 09066380611,spam
5367,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,ham
5368,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,spam
5369,Hi mom we might be back later than  &lt;#&gt; ,ham
5370,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,spam
5371,"Lol, oh you got a friend for the dog ?",ham
5372,"Ok., is any problem to u frm him? Wats matter?",ham
5373,"K I'll head out in a few mins, see you there",ham
5374,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,ham
5375,I cant pick the phone right now. Pls send a message,ham
5376,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,ham
5377,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,spam
5378,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or ��250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",spam
5379,Somebody set up a website where you can play hold em using eve online spacebucks,ham
5380,Its sunny in california. The weather's just cool,ham
5381,You have 1 new message. Call 0207-083-6089,spam
